player1_name,player1_atprank,player1_games,player1_wins,player1_losses,player1_indoor_wins,player1_indoor_losses,player1_outdoor_wins,player1_outdoor_losses,player2_name,player2_atprank,player2_games,player2_wins,player2_losses,player2_indoor_wins,player2_indoor_losses,player2_outdoor_wins,player2_outdoor_losses,tournament_name,tournament_location,tournament_court,tournament_surface,match_date,match_odd_player1,match_odd_player2,winner_player1
Basilashvili N.,118,301,138,163,26,34,112,129,Vilella Martinez M.,167,10,4,6,0,0,4,6,Great Ocean Road Open,Melbourne,Outdoor,Hard,2021-02-03,1.57,2.25,0
Khachanov K.,11,378,217,161,44,38,173,123,Purcell M.,78,28,9,19,0,0,9,19,Great Ocean Road Open,Melbourne,Outdoor,Hard,2021-02-03,1.14,5.5,1
Alcaraz C.,1,164,130,34,10,5,120,29,Goffin D.,123,522,296,226,66,52,230,174,Great Ocean Road Open,Melbourne,Outdoor,Hard,2021-02-03,3.25,1.33,1
Sandgren T.,153,121,47,74,2,9,45,65,Caruso S.,146,63,19,44,5,9,14,35,Great Ocean Road Open,Melbourne,Outdoor,Hard,2021-02-03,1.9,1.8,0
Vukic A.,62,36,15,21,2,1,13,20,Sinner J.,8,224,153,71,42,19,111,52,Great Ocean Road Open,Melbourne,Outdoor,Hard,2021-02-03,5.5,1.14,0
Monteiro T.,121,171,69,102,9,11,60,91,Alcaraz C.,1,164,130,34,10,5,120,29,Great Ocean Road Open,Melbourne,Outdoor,Hard,2021-02-04,3.2,1.36,1
Anderson K.,652,598,347,251,48,38,299,213,Khachanov K.,11,378,217,161,44,38,173,123,Great Ocean Road Open,Melbourne,Outdoor,Hard,2021-02-04,1.61,2.3,0
Sinner J.,8,224,153,71,42,19,111,52,Bedene A.,347,291,131,160,18,23,113,137,Great Ocean Road Open,Melbourne,Outdoor,Hard,2021-02-04,1.25,4.0,1
Van De Zandschulp B.,44,117,63,54,11,11,52,43,Opelka R.,17,168,88,80,17,10,71,70,Great Ocean Road Open,Melbourne,Outdoor,Hard,2021-02-04,3.0,1.4,1
Caruso S.,146,63,19,44,5,9,14,35,Kecmanovic M.,40,210,107,103,12,16,95,87,Great Ocean Road Open,Melbourne,Outdoor,Hard,2021-02-04,2.75,1.44,0
Bublik A.,25,219,110,109,39,30,71,79,Travaglia S.,1024,81,27,54,5,12,22,42,Great Ocean Road Open,Melbourne,Outdoor,Hard,2021-02-04,1.66,2.2,0
Thompson J.,71,221,96,125,10,10,86,115,Vilella Martinez M.,167,10,4,6,0,0,4,6,Great Ocean Road Open,Melbourne,Outdoor,Hard,2021-02-04,1.3,3.5,1
Evans D.,30,251,124,127,18,16,106,111,Giron M.,69,150,68,82,20,14,48,68,Murray River Open,Melbourne,Outdoor,Hard,2021-02-05,1.53,2.5,1
Moutet C.,80,118,50,68,5,11,45,57,Duckworth J.,123,143,55,88,10,9,45,79,Murray River Open,Melbourne,Outdoor,Hard,2021-02-05,1.72,2.1,1
Vesely J.,528,288,130,158,6,19,124,139,Berankis R.,212,249,104,145,36,31,68,114,Murray River Open,Melbourne,Outdoor,Hard,2021-02-05,2.0,1.8,1
Bolt A.,345,40,13,27,0,0,13,27,Wawrinka S.,72,854,535,319,84,69,451,250,Murray River Open,Melbourne,Outdoor,Hard,2021-02-05,3.5,1.3,0
Auger-Aliassime F.,12,268,163,105,48,22,115,83,Gerasimov E.,150,93,43,50,19,19,24,31,Murray River Open,Melbourne,Outdoor,Hard,2021-02-05,1.36,3.2,1
Popyrin A.,90,140,59,81,9,13,50,68,Dimitrov G.,20,651,389,262,79,50,310,212,Murray River Open,Melbourne,Outdoor,Hard,2021-02-05,3.0,1.4,0
Evans D.,30,251,124,127,18,16,106,111,Coric B.,15,343,185,158,28,28,157,130,Murray River Open,Melbourne,Outdoor,Hard,2021-02-05,2.62,1.5,1
Fritz T.,9,356,205,151,26,22,179,129,Chardy J.,542,591,289,302,44,48,245,254,Murray River Open,Melbourne,Outdoor,Hard,2021-02-05,1.57,2.37,0
Kyrgios N.,25,303,195,108,11,7,184,101,Coric B.,15,343,185,158,28,28,157,130,Murray River Open,Melbourne,Outdoor,Hard,2021-02-05,2.1,1.72,0
Wawrinka S.,72,854,535,319,84,69,451,250,Chardy J.,542,591,289,302,44,48,245,254,Murray River Open,Melbourne,Outdoor,Hard,2021-02-05,1.9,1.9,0
Hurkacz H.,17,238,137,101,27,24,110,77,Cuevas P.,149,421,210,211,34,25,176,186,Great Ocean Road Open,Melbourne,Outdoor,Hard,2021-02-05,1.22,4.33,1
Monteiro T.,121,171,69,102,9,11,60,91,Thompson J.,71,221,96,125,10,10,86,115,Great Ocean Road Open,Melbourne,Outdoor,Hard,2021-02-05,2.75,1.44,1
Kecmanovic M.,40,210,107,103,12,16,95,87,Sinner J.,8,224,153,71,42,19,111,52,Great Ocean Road Open,Melbourne,Outdoor,Hard,2021-02-05,3.75,1.28,0
Van De Zandschulp B.,44,117,63,54,11,11,52,43,Khachanov K.,11,378,217,161,44,38,173,123,Great Ocean Road Open,Melbourne,Outdoor,Hard,2021-02-05,3.5,1.3,0
Hurkacz H.,17,238,137,101,27,24,110,77,Travaglia S.,1024,81,27,54,5,12,22,42,Great Ocean Road Open,Melbourne,Outdoor,Hard,2021-02-05,1.4,3.0,0
Dimitrov G.,20,651,389,262,79,50,310,212,Moutet C.,80,118,50,68,5,11,45,57,Murray River Open,Melbourne,Outdoor,Hard,2021-02-05,,,0
Auger-Aliassime F.,12,268,163,105,48,22,115,83,Vesely J.,528,288,130,158,6,19,124,139,Murray River Open,Melbourne,Outdoor,Hard,2021-02-05,1.5,2.62,1
Chardy J.,542,591,289,302,44,48,245,254,Evans D.,30,251,124,127,18,16,106,111,Murray River Open,Melbourne,Outdoor,Hard,2021-02-06,2.1,1.72,0
Auger-Aliassime F.,12,268,163,105,48,22,115,83,Moutet C.,80,118,50,68,5,11,45,57,Murray River Open,Melbourne,Outdoor,Hard,2021-02-06,1.4,3.0,1
Sinner J.,8,224,153,71,42,19,111,52,Khachanov K.,11,378,217,161,44,38,173,123,Great Ocean Road Open,Melbourne,Outdoor,Hard,2021-02-06,1.44,2.75,1
Travaglia S.,1024,81,27,54,5,12,22,42,Monteiro T.,121,171,69,102,9,11,60,91,Great Ocean Road Open,Melbourne,Outdoor,Hard,2021-02-06,1.72,2.1,1
Travaglia S.,1024,81,27,54,5,12,22,42,Sinner J.,8,224,153,71,42,19,111,52,Great Ocean Road Open,Melbourne,Outdoor,Hard,2021-02-07,4.0,1.25,0
Evans D.,30,251,124,127,18,16,106,111,Auger-Aliassime F.,12,268,163,105,48,22,115,83,Murray River Open,Melbourne,Outdoor,Hard,2021-02-07,2.2,1.66,1
Humbert U.,36,170,80,90,23,21,57,69,Uchiyama Y.,314,33,9,24,1,3,8,21,Australian Open,Melbourne,Outdoor,Hard,2021-02-08,1.14,5.5,1
Muller A.,81,22,9,13,0,1,9,12,Londero J.I.,142,83,34,49,3,5,31,44,Australian Open,Melbourne,Outdoor,Hard,2021-02-08,1.8,2.0,1
Nishikori K.,439,617,408,209,70,33,338,176,Carreno Busta P.,16,352,214,138,33,25,181,113,Australian Open,Melbourne,Outdoor,Hard,2021-02-08,3.4,1.33,0
Tiafoe F.,10,303,158,145,24,23,134,122,Travaglia S.,1024,81,27,54,5,12,22,42,Australian Open,Melbourne,Outdoor,Hard,2021-02-08,1.28,3.75,1
Cilic M.,100,853,543,310,119,65,424,245,Dimitrov G.,20,651,389,262,79,50,310,212,Australian Open,Melbourne,Outdoor,Hard,2021-02-08,2.62,1.5,0
Dellien H.,164,70,22,48,5,5,17,43,Koepfer D.,84,86,38,48,3,3,35,45,Australian Open,Melbourne,Outdoor,Hard,2021-02-08,4.33,1.22,0
Lajovic D.,66,378,163,215,21,36,142,179,Stakhovsky S.,200,339,145,194,46,51,99,143,Australian Open,Melbourne,Outdoor,Hard,2021-02-08,1.36,3.2,1
Auger-Aliassime F.,12,268,163,105,48,22,115,83,Stebe C.M.,231,76,28,48,4,7,24,41,Australian Open,Melbourne,Outdoor,Hard,2021-02-08,1.12,6.0,1
Schwartzman D.,95,428,233,195,32,27,201,168,Ymer E.,186,81,24,57,3,11,21,46,Australian Open,Melbourne,Outdoor,Hard,2021-02-08,1.04,13.0,1
Sugita Y.,131,129,47,82,6,12,41,70,Tomic B.,233,349,169,180,13,23,156,157,Australian Open,Melbourne,Outdoor,Hard,2021-02-08,1.66,2.2,0
Kyrgios N.,25,303,195,108,11,7,184,101,Ferreira Silva F.,185,2,0,2,0,0,0,2,Australian Open,Melbourne,Outdoor,Hard,2021-02-08,1.14,5.5,1
Cressy M.,96,96,42,54,10,11,32,43,Daniel T.,111,178,67,111,3,10,64,101,Australian Open,Melbourne,Outdoor,Hard,2021-02-08,2.1,1.72,1
Chardy J.,542,591,289,302,44,48,245,254,Djokovic N.,2,1207,1012,195,146,42,866,153,Australian Open,Melbourne,Outdoor,Hard,2021-02-08,26.0,1.01,0
Sinner J.,8,224,153,71,42,19,111,52,Shapovalov D.,29,298,166,132,30,27,136,105,Australian Open,Melbourne,Outdoor,Hard,2021-02-08,2.62,1.5,0
Coppejans K.,188,11,0,11,0,3,0,8,Vesely J.,528,288,130,158,6,19,124,139,Australian Open,Melbourne,Outdoor,Hard,2021-02-08,4.0,1.25,0
Duckworth J.,123,143,55,88,10,9,45,79,Dzumhur D.,202,234,107,127,31,29,76,98,Australian Open,Melbourne,Outdoor,Hard,2021-02-08,1.36,3.2,1
Coria F.,108,99,43,56,2,6,41,50,Raonic M.,849,540,361,179,64,34,297,145,Australian Open,Melbourne,Outdoor,Hard,2021-02-08,26.0,1.01,0
Bedene A.,347,291,131,160,18,23,113,137,Bublik A.,25,219,110,109,39,30,71,79,Australian Open,Melbourne,Outdoor,Hard,2021-02-08,1.8,2.0,0
Paire B.,149,527,237,290,39,56,198,234,Gerasimov E.,150,93,43,50,19,19,24,31,Australian Open,Melbourne,Outdoor,Hard,2021-02-08,5.0,1.16,0
Novak D.,166,58,15,43,6,16,9,27,Mannarino A.,27,567,264,303,60,73,204,230,Australian Open,Melbourne,Outdoor,Hard,2021-02-08,2.2,1.66,0
Ruusuvuori E.,55,158,79,79,16,18,63,61,Monfils G.,323,816,510,306,131,65,379,241,Australian Open,Melbourne,Outdoor,Hard,2021-02-08,1.61,2.3,1
Moutet C.,80,118,50,68,5,11,45,57,Millman J.,140,256,113,143,21,22,92,121,Australian Open,Melbourne,Outdoor,Hard,2021-02-08,3.0,1.4,1
Wawrinka S.,72,854,535,319,84,69,451,250,Sousa P.,475,36,9,27,1,3,8,24,Australian Open,Melbourne,Outdoor,Hard,2021-02-08,1.08,8.0,1
Bolt A.,345,40,13,27,0,0,13,27,Gombos N.,114,66,21,45,6,14,15,31,Australian Open,Melbourne,Outdoor,Hard,2021-02-08,1.66,2.2,1
Opelka R.,17,168,88,80,17,10,71,70,Lu Y.,625,11,1,10,0,0,1,10,Australian Open,Melbourne,Outdoor,Hard,2021-02-08,1.06,10.0,1
Ramos-Vinolas A.,82,437,204,233,17,31,187,202,Fritz T.,9,356,205,151,26,22,179,129,Australian Open,Melbourne,Outdoor,Hard,2021-02-08,5.5,1.14,0
Polmans M.,165,19,5,14,0,3,5,11,Fucsovics M.,67,249,121,128,26,24,95,104,Australian Open,Melbourne,Outdoor,Hard,2021-02-08,5.0,1.16,0
Kukushkin M.,221,352,141,211,50,49,91,162,Thiem D.,116,517,327,190,53,39,274,151,Australian Open,Melbourne,Outdoor,Hard,2021-02-08,17.0,1.02,0
Mager G.,67,59,24,35,3,7,21,28,Karatsev A.,75,136,66,70,10,22,56,48,Australian Open,Melbourne,Outdoor,Hard,2021-02-08,4.0,1.25,0
Majchrzak K.,121,50,19,31,3,4,16,27,Kecmanovic M.,40,210,107,103,12,16,95,87,Australian Open,Melbourne,Outdoor,Hard,2021-02-08,2.75,1.44,0
Zverev A.,19,500,346,154,60,31,286,123,Giron M.,69,150,68,82,20,14,48,68,Australian Open,Melbourne,Outdoor,Hard,2021-02-08,1.05,11.0,1
Nishioka Y.,31,215,99,116,15,15,84,101,Martinez P.,135,118,50,68,7,6,43,62,Australian Open,Melbourne,Outdoor,Hard,2021-02-08,1.36,3.2,0
De Minaur A.,19,272,161,111,30,19,131,92,Sandgren T.,153,121,47,74,2,9,45,65,Australian Open,Melbourne,Outdoor,Hard,2021-02-09,1.12,6.0,1
Paul T.,14,204,111,93,19,13,92,80,Basilashvili N.,118,301,138,163,26,34,112,129,Australian Open,Melbourne,Outdoor,Hard,2021-02-09,1.2,4.5,1
Nadal R.,2,1223,1017,206,76,40,941,166,Djere L.,38,243,120,123,10,22,110,101,Australian Open,Melbourne,Outdoor,Hard,2021-02-09,1.01,26.0,1
Laaksonen H.,125,101,37,64,7,16,30,48,Caruso S.,146,63,19,44,5,9,14,35,Australian Open,Melbourne,Outdoor,Hard,2021-02-09,2.37,1.57,0
Mmoh M.,112,55,20,35,0,3,20,32,Troicki V.,230,525,269,256,61,51,208,205,Australian Open,Melbourne,Outdoor,Hard,2021-02-09,1.66,2.2,1
Balazs A.,745,33,16,17,0,1,16,16,Carballes Baena R.,64,207,91,116,11,10,80,106,Australian Open,Melbourne,Outdoor,Hard,2021-02-09,8.0,1.08,0
Querrey S.,287,678,369,309,48,39,321,270,Sonego L.,43,221,107,114,19,17,88,97,Australian Open,Melbourne,Outdoor,Hard,2021-02-09,2.0,1.8,0
Machac T.,108,18,6,12,1,1,5,11,Vilella Martinez M.,167,10,4,6,0,0,4,6,Australian Open,Melbourne,Outdoor,Hard,2021-02-09,1.44,2.75,1
Fognini F.,128,742,383,359,39,48,344,311,Herbert P.H.,157,202,89,113,31,38,58,75,Australian Open,Melbourne,Outdoor,Hard,2021-02-09,1.72,2.1,1
Simon G.,188,869,491,378,135,94,356,284,Tsitsipas S.,5,390,264,126,49,32,215,94,Australian Open,Melbourne,Outdoor,Hard,2021-02-09,10.0,1.06,0
Kwon S.W.,68,108,53,55,12,6,41,49,Kokkinakis T.,86,124,55,69,0,4,55,65,Australian Open,Melbourne,Outdoor,Hard,2021-02-09,2.1,1.72,0
Anderson K.,652,598,347,251,48,38,299,213,Berrettini M.,38,217,142,75,14,11,128,64,Australian Open,Melbourne,Outdoor,Hard,2021-02-09,3.4,1.33,0
Ivashka I.,113,159,78,81,19,18,59,63,Safiullin R.,92,42,20,22,7,7,13,15,Australian Open,Melbourne,Outdoor,Hard,2021-02-09,2.37,1.57,0
Evans D.,30,251,124,127,18,16,106,111,Norrie C.,13,287,172,115,15,18,157,97,Australian Open,Melbourne,Outdoor,Hard,2021-02-09,1.4,3.0,0
Lopez F.,634,863,441,422,71,82,370,340,Tu L.,252,5,1,4,0,0,1,4,Australian Open,Melbourne,Outdoor,Hard,2021-02-09,1.33,3.4,1
Ruud C.,4,275,176,99,19,16,157,83,Thompson J.,71,221,96,125,10,10,86,115,Australian Open,Melbourne,Outdoor,Hard,2021-02-09,1.8,2.0,1
Berankis R.,212,249,104,145,36,31,68,114,Nagal S.,503,17,3,14,0,1,3,13,Australian Open,Melbourne,Outdoor,Hard,2021-02-09,1.12,6.0,1
Pospisil V.,99,280,122,158,39,34,83,124,Medvedev D.,3,406,289,117,69,27,220,90,Australian Open,Melbourne,Outdoor,Hard,2021-02-09,13.0,1.04,0
Harris L.,186,129,59,70,7,8,52,62,Torpegaard M.,188,4,1,3,0,0,1,3,Australian Open,Melbourne,Outdoor,Hard,2021-02-09,1.36,3.2,1
Mcdonald M.,60,190,87,103,11,15,76,88,Cecchinato M.,108,204,79,125,2,14,77,111,Australian Open,Melbourne,Outdoor,Hard,2021-02-09,1.36,3.2,1
Martin A.,723,258,107,151,6,13,101,138,Monteiro T.,121,171,69,102,9,11,60,91,Australian Open,Melbourne,Outdoor,Hard,2021-02-09,4.33,1.22,0
Pella G.,199,260,118,142,14,16,104,126,Coric B.,15,343,185,158,28,28,157,130,Australian Open,Melbourne,Outdoor,Hard,2021-02-09,6.0,1.12,0
Alcaraz C.,1,164,130,34,10,5,120,29,Van De Zandschulp B.,44,117,63,54,11,11,52,43,Australian Open,Melbourne,Outdoor,Hard,2021-02-09,1.66,2.2,1
Hurkacz H.,17,238,137,101,27,24,110,77,Ymer M.,59,130,58,72,18,23,40,49,Australian Open,Melbourne,Outdoor,Hard,2021-02-09,1.22,4.33,0
O Connell C.,74,65,26,39,0,0,26,39,Struff J.L.,21,369,170,199,43,42,127,157,Australian Open,Melbourne,Outdoor,Hard,2021-02-09,4.5,1.2,1
Popyrin A.,90,140,59,81,9,13,50,68,Goffin D.,123,522,296,226,66,52,230,174,Australian Open,Melbourne,Outdoor,Hard,2021-02-09,3.0,1.4,1
Vukic A.,62,36,15,21,2,1,13,20,Khachanov K.,11,378,217,161,44,38,173,123,Australian Open,Melbourne,Outdoor,Hard,2021-02-09,7.0,1.1,0
Bautista Agut R.,25,379,234,145,31,29,203,116,Albot R.,97,215,86,129,26,26,60,103,Australian Open,Melbourne,Outdoor,Hard,2021-02-09,1.05,11.0,0
Seppi A.,141,758,363,395,74,85,289,310,Cuevas P.,149,421,210,211,34,25,176,186,Australian Open,Melbourne,Outdoor,Hard,2021-02-09,2.2,1.66,0
Krajinovic F.,93,240,115,125,38,34,77,91,Haase R.,257,458,202,256,35,54,167,202,Australian Open,Melbourne,Outdoor,Hard,2021-02-09,1.22,4.33,1
Halys Q.,79,72,23,49,3,10,20,39,Andujar P.,323,404,164,240,12,30,152,210,Australian Open,Melbourne,Outdoor,Hard,2021-02-09,1.4,3.0,0
Rublev A.,7,392,255,137,57,34,198,103,Hanfmann Y.,50,99,50,49,5,4,45,45,Australian Open,Melbourne,Outdoor,Hard,2021-02-09,1.01,23.0,1
Opelka R.,17,168,88,80,17,10,71,70,Fritz T.,9,356,205,151,26,22,179,129,Australian Open,Melbourne,Outdoor,Hard,2021-02-10,2.2,1.66,0
Dimitrov G.,20,651,389,262,79,50,310,212,Bolt A.,345,40,13,27,0,0,13,27,Australian Open,Melbourne,Outdoor,Hard,2021-02-10,1.22,4.33,1
Cressy M.,96,96,42,54,10,11,32,43,Zverev A.,19,500,346,154,60,31,286,123,Australian Open,Melbourne,Outdoor,Hard,2021-02-10,8.0,1.08,0
Carreno Busta P.,16,352,214,138,33,25,181,113,Vesely J.,528,288,130,158,6,19,124,139,Australian Open,Melbourne,Outdoor,Hard,2021-02-10,1.22,4.33,1
Mannarino A.,27,567,264,303,60,73,204,230,Kecmanovic M.,40,210,107,103,12,16,95,87,Australian Open,Melbourne,Outdoor,Hard,2021-02-10,2.1,1.72,1
Shapovalov D.,29,298,166,132,30,27,136,105,Tomic B.,233,349,169,180,13,23,156,157,Australian Open,Melbourne,Outdoor,Hard,2021-02-10,1.07,9.0,1
Bublik A.,25,219,110,109,39,30,71,79,Lajovic D.,66,378,163,215,21,36,142,179,Australian Open,Melbourne,Outdoor,Hard,2021-02-10,1.44,2.75,0
Kyrgios N.,25,303,195,108,11,7,184,101,Humbert U.,36,170,80,90,23,21,57,69,Australian Open,Melbourne,Outdoor,Hard,2021-02-10,1.8,2.0,1
Tiafoe F.,10,303,158,145,24,23,134,122,Djokovic N.,2,1207,1012,195,146,42,866,153,Australian Open,Melbourne,Outdoor,Hard,2021-02-10,0.967,29.0,0
Moutet C.,80,118,50,68,5,11,45,57,Raonic M.,849,540,361,179,64,34,297,145,Australian Open,Melbourne,Outdoor,Hard,2021-02-10,6.0,1.12,0
Muller A.,81,22,9,13,0,1,9,12,Schwartzman D.,95,428,233,195,32,27,201,168,Australian Open,Melbourne,Outdoor,Hard,2021-02-10,8.0,1.08,0
Duckworth J.,123,143,55,88,10,9,45,79,Auger-Aliassime F.,12,268,163,105,48,22,115,83,Australian Open,Melbourne,Outdoor,Hard,2021-02-10,4.5,1.2,0
Ruusuvuori E.,55,158,79,79,16,18,63,61,Martinez P.,135,118,50,68,7,6,43,62,Australian Open,Melbourne,Outdoor,Hard,2021-02-10,1.4,3.0,0
Wawrinka S.,72,854,535,319,84,69,451,250,Fucsovics M.,67,249,121,128,26,24,95,104,Australian Open,Melbourne,Outdoor,Hard,2021-02-10,1.4,3.0,0
Gerasimov E.,150,93,43,50,19,19,24,31,Karatsev A.,75,136,66,70,10,22,56,48,Australian Open,Melbourne,Outdoor,Hard,2021-02-10,2.5,1.53,0
Thiem D.,116,517,327,190,53,39,274,151,Koepfer D.,84,86,38,48,3,3,35,45,Australian Open,Melbourne,Outdoor,Hard,2021-02-10,1.06,10.0,1
Mmoh M.,112,55,20,35,0,3,20,32,Nadal R.,2,1223,1017,206,76,40,941,166,Australian Open,Melbourne,Outdoor,Hard,2021-02-11,23.0,1.01,0
Carballes Baena R.,64,207,91,116,11,10,80,106,Medvedev D.,3,406,289,117,69,27,220,90,Australian Open,Melbourne,Outdoor,Hard,2021-02-11,29.0,1.005,0
Cuevas P.,149,421,210,211,34,25,176,186,De Minaur A.,19,272,161,111,30,19,131,92,Australian Open,Melbourne,Outdoor,Hard,2021-02-11,8.0,1.08,0
Norrie C.,13,287,172,115,15,18,157,97,Safiullin R.,92,42,20,22,7,7,13,15,Australian Open,Melbourne,Outdoor,Hard,2021-02-11,1.36,3.2,1
Fognini F.,128,742,383,359,39,48,344,311,Caruso S.,146,63,19,44,5,9,14,35,Australian Open,Melbourne,Outdoor,Hard,2021-02-11,1.4,3.0,1
O Connell C.,74,65,26,39,0,0,26,39,Albot R.,97,215,86,129,26,26,60,103,Australian Open,Melbourne,Outdoor,Hard,2021-02-11,1.53,2.5,0
Machac T.,108,18,6,12,1,1,5,11,Berrettini M.,38,217,142,75,14,11,128,64,Australian Open,Melbourne,Outdoor,Hard,2021-02-11,11.0,1.05,0
Coric B.,15,343,185,158,28,28,157,130,Mcdonald M.,60,190,87,103,11,15,76,88,Australian Open,Melbourne,Outdoor,Hard,2021-02-11,1.2,4.5,0
Krajinovic F.,93,240,115,125,38,34,77,91,Andujar P.,323,404,164,240,12,30,152,210,Australian Open,Melbourne,Outdoor,Hard,2021-02-11,1.12,6.0,1
Berankis R.,212,249,104,145,36,31,68,114,Khachanov K.,11,378,217,161,44,38,173,123,Australian Open,Melbourne,Outdoor,Hard,2021-02-11,4.0,1.25,0
Paul T.,14,204,111,93,19,13,92,80,Ruud C.,4,275,176,99,19,16,157,83,Australian Open,Melbourne,Outdoor,Hard,2021-02-11,2.1,1.72,0
Ymer M.,59,130,58,72,18,23,40,49,Alcaraz C.,1,164,130,34,10,5,120,29,Australian Open,Melbourne,Outdoor,Hard,2021-02-11,2.62,1.5,1
Harris L.,186,129,59,70,7,8,52,62,Popyrin A.,90,140,59,81,9,13,50,68,Australian Open,Melbourne,Outdoor,Hard,2021-02-11,1.61,2.3,1
Monteiro T.,121,171,69,102,9,11,60,91,Rublev A.,7,392,255,137,57,34,198,103,Australian Open,Melbourne,Outdoor,Hard,2021-02-11,13.0,1.04,0
Lopez F.,634,863,441,422,71,82,370,340,Sonego L.,43,221,107,114,19,17,88,97,Australian Open,Melbourne,Outdoor,Hard,2021-02-11,4.0,1.25,1
Tsitsipas S.,5,390,264,126,49,32,215,94,Kokkinakis T.,86,124,55,69,0,4,55,65,Australian Open,Melbourne,Outdoor,Hard,2021-02-11,1.08,8.0,1
Djokovic N.,2,1207,1012,195,146,42,866,153,Fritz T.,9,356,205,151,26,22,179,129,Australian Open,Melbourne,Outdoor,Hard,2021-02-12,1.01,21.0,1
Thiem D.,116,517,327,190,53,39,274,151,Kyrgios N.,25,303,195,108,11,7,184,101,Australian Open,Melbourne,Outdoor,Hard,2021-02-12,1.28,3.75,1
Auger-Aliassime F.,12,268,163,105,48,22,115,83,Shapovalov D.,29,298,166,132,30,27,136,105,Australian Open,Melbourne,Outdoor,Hard,2021-02-12,2.75,1.44,1
Raonic M.,849,540,361,179,64,34,297,145,Fucsovics M.,67,249,121,128,26,24,95,104,Australian Open,Melbourne,Outdoor,Hard,2021-02-12,1.14,5.5,1
Mannarino A.,27,567,264,303,60,73,204,230,Zverev A.,19,500,346,154,60,31,286,123,Australian Open,Melbourne,Outdoor,Hard,2021-02-12,5.5,1.14,0
Lajovic D.,66,378,163,215,21,36,142,179,Martinez P.,135,118,50,68,7,6,43,62,Australian Open,Melbourne,Outdoor,Hard,2021-02-12,1.72,2.1,1
Carreno Busta P.,16,352,214,138,33,25,181,113,Dimitrov G.,20,651,389,262,79,50,310,212,Australian Open,Melbourne,Outdoor,Hard,2021-02-12,2.1,1.72,0
Schwartzman D.,95,428,233,195,32,27,201,168,Karatsev A.,75,136,66,70,10,22,56,48,Australian Open,Melbourne,Outdoor,Hard,2021-02-12,1.33,3.4,0
Nadal R.,2,1223,1017,206,76,40,941,166,Norrie C.,13,287,172,115,15,18,157,97,Australian Open,Melbourne,Outdoor,Hard,2021-02-13,1.02,19.0,1
Fognini F.,128,742,383,359,39,48,344,311,De Minaur A.,19,272,161,111,30,19,131,92,Australian Open,Melbourne,Outdoor,Hard,2021-02-13,5.5,1.14,1
Khachanov K.,11,378,217,161,44,38,173,123,Berrettini M.,38,217,142,75,14,11,128,64,Australian Open,Melbourne,Outdoor,Hard,2021-02-13,3.0,1.4,0
Rublev A.,7,392,255,137,57,34,198,103,Lopez F.,634,863,441,422,71,82,370,340,Australian Open,Melbourne,Outdoor,Hard,2021-02-13,1.02,19.0,1
Medvedev D.,3,406,289,117,69,27,220,90,Krajinovic F.,93,240,115,125,38,34,77,91,Australian Open,Melbourne,Outdoor,Hard,2021-02-13,1.05,11.0,1
Harris L.,186,129,59,70,7,8,52,62,Mcdonald M.,60,190,87,103,11,15,76,88,Australian Open,Melbourne,Outdoor,Hard,2021-02-13,1.66,2.2,0
Albot R.,97,215,86,129,26,26,60,103,Ruud C.,4,275,176,99,19,16,157,83,Australian Open,Melbourne,Outdoor,Hard,2021-02-13,3.4,1.33,0
Ymer M.,59,130,58,72,18,23,40,49,Tsitsipas S.,5,390,264,126,49,32,215,94,Australian Open,Melbourne,Outdoor,Hard,2021-02-13,15.0,1.03,0
Auger-Aliassime F.,12,268,163,105,48,22,115,83,Karatsev A.,75,136,66,70,10,22,56,48,Australian Open,Melbourne,Outdoor,Hard,2021-02-14,1.53,2.5,0
Dimitrov G.,20,651,389,262,79,50,310,212,Thiem D.,116,517,327,190,53,39,274,151,Australian Open,Melbourne,Outdoor,Hard,2021-02-14,3.4,1.33,1
Zverev A.,19,500,346,154,60,31,286,123,Lajovic D.,66,378,163,215,21,36,142,179,Australian Open,Melbourne,Outdoor,Hard,2021-02-14,1.06,10.0,1
Raonic M.,849,540,361,179,64,34,297,145,Djokovic N.,2,1207,1012,195,146,42,866,153,Australian Open,Melbourne,Outdoor,Hard,2021-02-14,2.75,1.44,0
Berrettini M.,38,217,142,75,14,11,128,64,Tsitsipas S.,5,390,264,126,49,32,215,94,Australian Open,Melbourne,Outdoor,Hard,2021-02-15,4.0,1.25,0
Nadal R.,2,1223,1017,206,76,40,941,166,Fognini F.,128,742,383,359,39,48,344,311,Australian Open,Melbourne,Outdoor,Hard,2021-02-15,1.16,5.0,1
Ruud C.,4,275,176,99,19,16,157,83,Rublev A.,7,392,255,137,57,34,198,103,Australian Open,Melbourne,Outdoor,Hard,2021-02-15,8.0,1.08,0
Mcdonald M.,60,190,87,103,11,15,76,88,Medvedev D.,3,406,289,117,69,27,220,90,Australian Open,Melbourne,Outdoor,Hard,2021-02-15,15.0,1.03,0
Dimitrov G.,20,651,389,262,79,50,310,212,Karatsev A.,75,136,66,70,10,22,56,48,Australian Open,Melbourne,Outdoor,Hard,2021-02-16,1.3,3.5,0
Zverev A.,19,500,346,154,60,31,286,123,Djokovic N.,2,1207,1012,195,146,42,866,153,Australian Open,Melbourne,Outdoor,Hard,2021-02-16,2.37,1.57,0
