player1_name,player1_atprank,player1_games,player1_wins,player1_loses,player2_name,player2_atprank,player2_games,player2_wins,player2_loses,match_date,match_location,match_tournament,match_surface,match_odd_player1,match_odd_player2,winner_player1
Medvedev D.,3,406,289,117,Bautista Agut R.,25,379,234,145,2022-10-07,Nur-Sultan,Astana Open,Hard,1.4,3.0,1
Djokovic N.,2,1207,1012,195,Khachanov K.,11,378,217,161,2022-10-07,Nur-Sultan,Astana Open,Hard,1.12,6.0,1
Martinez P.,135,118,50,68,Kwon S.W.,68,108,53,55,2022-10-07,Tokyo,Rakuten Japan Open Tennis Championships,Hard,3.0,1.4,0
Rublev A.,7,392,255,137,Mannarino A.,27,567,264,303,2022-10-07,Nur-Sultan,Astana Open,Hard,1.22,4.33,1
Coric B.,15,343,185,158,Shapovalov D.,29,298,166,132,2022-10-07,Tokyo,Rakuten Japan Open Tennis Championships,Hard,1.66,2.2,0
Fritz T.,9,356,205,151,Kyrgios N.,25,303,195,108,2022-10-07,Tokyo,Rakuten Japan Open Tennis Championships,Hard,2.62,1.5,1
Kwon S.W.,68,108,53,55,Tiafoe F.,10,303,158,145,2022-10-08,Tokyo,Rakuten Japan Open Tennis Championships,Hard,3.5,1.3,0
Shapovalov D.,29,298,166,132,Fritz T.,9,356,205,151,2022-10-08,Tokyo,Rakuten Japan Open Tennis Championships,Hard,1.72,2.1,0
Medvedev D.,3,406,289,117,Djokovic N.,2,1207,1012,195,2022-10-08,Nur-Sultan,Astana Open,Hard,2.62,1.5,0
Tsitsipas S.,5,390,264,126,Rublev A.,7,392,255,137,2022-10-08,Nur-Sultan,Astana Open,Hard,1.8,2.0,1
Tiafoe F.,10,303,158,145,Fritz T.,9,356,205,151,2022-10-09,Tokyo,Rakuten Japan Open Tennis Championships,Hard,2.1,1.72,0
Tsitsipas S.,5,390,264,126,Djokovic N.,2,1207,1012,195,2022-10-09,Nur-Sultan,Astana Open,Hard,4.0,1.25,0
Lestienne C.,109,40,13,27,Baez S.,72,95,47,48,2022-10-10,Gijon,Gijon Open,Hard,1.53,2.5,1
Paul T.,14,204,111,93,Landaluce M.,720,3,0,3,2022-10-10,Gijon,Gijon Open,Hard,1.05,11.0,1
Thiem D.,116,517,327,190,Sousa J.,147,436,189,247,2022-10-10,Gijon,Gijon Open,Hard,1.25,4.0,1
Taberner C.,181,37,13,24,Rinderknech A.,67,96,46,50,2022-10-10,Gijon,Gijon Open,Hard,4.0,1.25,0
Monteiro T.,121,171,69,102,Bonzi B.,107,83,37,46,2022-10-10,Gijon,Gijon Open,Hard,3.2,1.36,1
Carballes Baena R.,64,207,91,116,Galan D.E.,76,78,33,45,2022-10-10,Florence,Firenze Open,Hard,2.3,1.61,1
Cobolli F.,148,14,5,9,Moutet C.,80,118,50,68,2022-10-10,Florence,Firenze Open,Hard,2.75,1.44,0
Maestrelli F.,186,1,0,1,Wolf J.J.,45,75,39,36,2022-10-10,Florence,Firenze Open,Hard,3.2,1.36,0
Karatsev A.,75,136,66,70,Griekspoor T.,37,97,47,50,2022-10-10,Florence,Firenze Open,Hard,2.37,1.57,1
Zeppieri G.,129,13,4,9,Celikbilek A.,230,9,4,5,2022-10-10,Florence,Firenze Open,Hard,2.1,1.72,0
Guinard M.,148,9,4,5,Fognini F.,128,742,383,359,2022-10-11,Gijon,Gijon Open,Hard,2.75,1.44,1
Alvarez Varona N.,231,3,1,2,Trungelliti M.,240,33,13,20,2022-10-11,Gijon,Gijon Open,Hard,2.3,1.61,1
Giron M.,69,150,68,82,Ramos-Vinolas A.,82,437,204,233,2022-10-11,Gijon,Gijon Open,Hard,1.53,2.5,1
Murray A.,44,932,687,245,Davidovich Fokina A.,39,168,84,84,2022-10-11,Gijon,Gijon Open,Hard,1.72,2.1,1
Lopez F.,634,863,441,422,Ivashka I.,113,159,78,81,2022-10-11,Gijon,Gijon Open,Hard,6.5,1.11,0
Bublik A.,25,219,110,109,Garin C.,101,190,103,87,2022-10-11,Florence,Firenze Open,Hard,1.25,4.0,1
Zhang Zh.,53,44,20,24,Passaro F.,126,10,3,7,2022-10-11,Florence,Firenze Open,Hard,1.53,2.5,0
Nakashima B.,70,106,57,49,Gasquet R.,48,948,581,367,2022-10-11,Florence,Firenze Open,Hard,1.44,2.75,1
Zapata Miralles B.,54,80,32,48,Sonego L.,43,221,107,114,2022-10-11,Florence,Firenze Open,Hard,3.75,1.28,1
Fucsovics M.,67,249,121,128,Otte O.,233,78,33,45,2022-10-11,Florence,Firenze Open,Hard,2.1,1.72,0
Ymer M.,59,130,58,72,Van Rijthoven T.,110,19,10,9,2022-10-11,Florence,Firenze Open,Hard,1.72,2.1,1
Vatutin A.,295,8,2,6,Cachin P.,54,52,23,29,2022-10-12,Gijon,Gijon Open,Hard,2.5,1.53,0
Paul T.,14,204,111,93,Alvarez Varona N.,231,3,1,2,2022-10-12,Gijon,Gijon Open,Hard,1.08,8.0,1
Carreno Busta P.,16,352,214,138,Monteiro T.,121,171,69,102,2022-10-12,Gijon,Gijon Open,Hard,1.12,6.0,1
Giron M.,69,150,68,82,Thiem D.,116,517,327,190,2022-10-12,Gijon,Gijon Open,Hard,3.0,1.4,0
Lestienne C.,109,40,13,27,Rinderknech A.,67,96,46,50,2022-10-12,Gijon,Gijon Open,Hard,2.0,1.8,0
Munar J.,104,178,75,103,Korda S.,26,126,75,51,2022-10-12,Gijon,Gijon Open,Hard,2.75,1.44,0
Moutet C.,80,118,50,68,Bublik A.,25,219,110,109,2022-10-12,Florence,Firenze Open,Hard,3.0,1.4,0
Mcdonald M.,60,190,87,103,Brooksby J.,39,79,46,33,2022-10-12,Florence,Firenze Open,Hard,2.75,1.44,1
Karatsev A.,75,136,66,70,Ymer M.,59,130,58,72,2022-10-12,Florence,Firenze Open,Hard,2.5,1.53,0
Carballes Baena R.,64,207,91,116,Berrettini M.,38,217,142,75,2022-10-12,Florence,Firenze Open,Hard,8.0,1.08,1
Cressy M.,96,96,42,54,Wolf J.J.,45,75,39,36,2022-10-12,Florence,Firenze Open,Hard,1.61,2.3,0
Korda S.,26,126,75,51,Bautista Agut R.,25,379,234,145,2022-10-13,Gijon,Gijon Open,Hard,2.0,1.8,1
Ivashka I.,113,159,78,81,Rublev A.,7,392,255,137,2022-10-13,Gijon,Gijon Open,Hard,3.5,1.3,0
Murray A.,44,932,687,245,Cachin P.,54,52,23,29,2022-10-13,Gijon,Gijon Open,Hard,1.22,4.33,1
Guinard M.,148,9,4,5,Cerundolo F.,21,104,58,46,2022-10-13,Gijon,Gijon Open,Hard,2.75,1.44,0
Auger-Aliassime F.,12,268,163,105,Otte O.,233,78,33,45,2022-10-13,Florence,Firenze Open,Hard,1.2,4.5,1
Zapata Miralles B.,54,80,32,48,Musetti L.,18,143,79,64,2022-10-13,Florence,Firenze Open,Hard,2.75,1.44,0
Nakashima B.,70,106,57,49,Celikbilek A.,230,9,4,5,2022-10-13,Florence,Firenze Open,Hard,1.14,5.5,1
Passaro F.,126,10,3,7,Mcdonald M.,60,190,87,103,2022-10-13,Florence,Firenze Open,Hard,3.5,1.3,0
Thiem D.,116,517,327,190,Cerundolo F.,21,104,58,46,2022-10-14,Gijon,Gijon Open,Hard,1.4,3.0,1
Carreno Busta P.,16,352,214,138,Rinderknech A.,67,96,46,50,2022-10-14,Gijon,Gijon Open,Hard,1.33,3.4,0
Carballes Baena R.,64,207,91,116,Ymer M.,59,130,58,72,2022-10-14,Florence,Firenze Open,Hard,2.62,1.5,0
Bublik A.,25,219,110,109,Wolf J.J.,45,75,39,36,2022-10-14,Florence,Firenze Open,Hard,1.5,2.62,0
Mcdonald M.,60,190,87,103,Musetti L.,18,143,79,64,2022-10-14,Florence,Firenze Open,Hard,2.75,1.44,0
Auger-Aliassime F.,12,268,163,105,Nakashima B.,70,106,57,49,2022-10-14,Florence,Firenze Open,Hard,1.53,2.5,1
Paul T.,14,204,111,93,Rublev A.,7,392,255,137,2022-10-14,Gijon,Gijon Open,Hard,2.75,1.44,0
Korda S.,26,126,75,51,Murray A.,44,932,687,245,2022-10-14,Gijon,Gijon Open,Hard,1.53,2.5,1
Rublev A.,7,392,255,137,Thiem D.,116,517,327,190,2022-10-15,Gijon,Gijon Open,Hard,1.3,3.5,1
Rinderknech A.,67,96,46,50,Korda S.,26,126,75,51,2022-10-15,Gijon,Gijon Open,Hard,3.0,1.4,0
Musetti L.,18,143,79,64,Auger-Aliassime F.,12,268,163,105,2022-10-15,Florence,Firenze Open,Hard,2.75,1.44,0
Ymer M.,59,130,58,72,Wolf J.J.,45,75,39,36,2022-10-15,Florence,Firenze Open,Hard,1.57,2.37,0
Korda S.,26,126,75,51,Rublev A.,7,392,255,137,2022-10-16,Gijon,Gijon Open,Hard,3.0,1.4,0
Wolf J.J.,45,75,39,36,Auger-Aliassime F.,12,268,163,105,2022-10-16,Florence,Firenze Open,Hard,4.5,1.2,0
Draper J.,55,51,29,22,Brooksby J.,39,79,46,33,2022-10-17,Antwerp,European Open,Hard,2.0,1.8,1
Griekspoor T.,37,97,47,50,Evans D.,30,251,124,127,2022-10-17,Antwerp,European Open,Hard,3.2,1.36,0
Gasquet R.,48,948,581,367,Wawrinka S.,72,854,535,319,2022-10-17,Antwerp,European Open,Hard,2.5,1.53,1
Cressy M.,96,96,42,54,Ivashka I.,113,159,78,81,2022-10-17,Stockholm,Stockholm Open,Hard,2.5,1.53,1
Kubler J.,77,53,24,29,Garin C.,101,190,103,87,2022-10-17,Stockholm,Stockholm Open,Hard,1.57,2.37,0
Rosol L.,226,259,110,149,Karatsev A.,75,136,66,70,2022-10-17,Stockholm,Stockholm Open,Hard,2.75,1.44,0
Rune H.,6,131,83,48,Monteiro T.,121,171,69,102,2022-10-17,Stockholm,Stockholm Open,Hard,1.28,3.75,1
Cachin P.,54,52,23,29,Mannarino A.,27,567,264,303,2022-10-18,Napoli,Napoli Cup,Hard,3.0,1.4,1
Galan D.E.,76,78,33,45,Zapata Miralles B.,54,80,32,48,2022-10-18,Napoli,Napoli Cup,Hard,2.0,1.8,1
Ramos-Vinolas A.,82,437,204,233,Borges N.,69,28,10,18,2022-10-18,Napoli,Napoli Cup,Hard,1.8,2.0,0
Cobolli F.,148,14,5,9,Kecmanovic M.,40,210,107,103,2022-10-18,Napoli,Napoli Cup,Hard,4.0,1.25,0
De Minaur A.,19,272,161,111,Bonzi B.,107,83,37,46,2022-10-18,Stockholm,Stockholm Open,Hard,1.36,3.2,1
Ruusuvuori E.,55,158,79,79,Sousa J.,147,436,189,247,2022-10-18,Stockholm,Stockholm Open,Hard,1.2,4.5,1
Dimitrov G.,20,651,389,262,Lehecka J.,33,61,30,31,2022-10-18,Stockholm,Stockholm Open,Hard,1.28,3.75,0
Ymer M.,59,130,58,72,Halys Q.,79,72,23,49,2022-10-18,Stockholm,Stockholm Open,Hard,1.36,3.2,1
Paul T.,14,204,111,93,Borg L.,437,4,1,3,2022-10-18,Stockholm,Stockholm Open,Hard,1.005,29.0,1
Bellier A.,190,9,4,5,Shevchenko A.,93,20,8,12,2022-10-18,Stockholm,Stockholm Open,Hard,2.37,1.57,1
Martinez P.,135,118,50,68,Daniel T.,111,178,67,111,2022-10-18,Napoli,Napoli Cup,Hard,2.1,1.72,0
Munar J.,104,178,75,103,Van Rijthoven T.,110,19,10,9,2022-10-18,Antwerp,European Open,Hard,2.2,1.66,1
Van Assche L.,68,20,7,13,Nishioka Y.,31,215,99,116,2022-10-18,Antwerp,European Open,Hard,4.5,1.2,0
Huesler M.A.,88,58,21,37,Cerundolo F.,21,104,58,46,2022-10-18,Antwerp,European Open,Hard,1.66,2.2,0
Bailly G.,1185,1,0,1,Goffin D.,123,522,296,226,2022-10-18,Antwerp,European Open,Hard,11.0,1.05,0
Van De Zandschulp B.,44,117,63,54,Stricker D.,106,20,10,10,2022-10-18,Antwerp,European Open,Hard,1.3,3.5,0
Lestienne C.,109,40,13,27,De Jong J.,180,3,0,3,2022-10-18,Antwerp,European Open,Hard,1.4,3.0,1
Cressy M.,96,96,42,54,Tsitsipas S.,5,390,264,126,2022-10-19,Stockholm,Stockholm Open,Hard,3.75,1.28,0
Rune H.,6,131,83,48,Garin C.,101,190,103,87,2022-10-19,Stockholm,Stockholm Open,Hard,1.33,3.4,1
Shapovalov D.,29,298,166,132,Bellier A.,190,9,4,5,2022-10-19,Stockholm,Stockholm Open,Hard,1.11,6.5,1
Karatsev A.,75,136,66,70,Norrie C.,13,287,172,115,2022-10-19,Stockholm,Stockholm Open,Hard,3.2,1.36,0
Nardi L.,151,11,2,9,Moutet C.,80,118,50,68,2022-10-19,Napoli,Napoli Cup,Hard,2.1,1.72,0
Sonego L.,43,221,107,114,Baez S.,72,95,47,48,2022-10-19,Napoli,Napoli Cup,Hard,1.3,3.5,0
Carballes Baena R.,64,207,91,116,Jarry N.,28,141,73,68,2022-10-19,Napoli,Napoli Cup,Hard,1.8,2.0,1
Munar J.,104,178,75,103,Nishioka Y.,31,215,99,116,2022-10-19,Antwerp,European Open,Hard,2.37,1.57,0
Draper J.,55,51,29,22,Hurkacz H.,17,238,137,101,2022-10-19,Antwerp,European Open,Hard,2.2,1.66,0
Otte O.,233,78,33,45,Ymer E.,186,81,24,57,2022-10-19,Stockholm,Stockholm Open,Hard,1.53,2.5,0
Molcan A.,120,86,45,41,Wolf J.J.,45,75,39,36,2022-10-19,Stockholm,Stockholm Open,Hard,2.3,1.61,0
Evans D.,30,251,124,127,Lestienne C.,109,40,13,27,2022-10-19,Antwerp,European Open,Hard,1.36,3.2,1
Geerts M.,268,1,0,1,Thiem D.,116,517,327,190,2022-10-19,Antwerp,European Open,Hard,6.0,1.12,0
Giron M.,69,150,68,82,Korda S.,26,126,75,51,2022-10-19,Antwerp,European Open,Hard,2.75,1.44,0
Blancaneaux G.,152,6,0,6,Guinard M.,148,9,4,5,2022-10-19,Antwerp,European Open,Hard,1.9,1.9,0
Stricker D.,106,20,10,10,Gasquet R.,48,948,581,367,2022-10-19,Antwerp,European Open,Hard,1.9,1.9,0
Moutet C.,80,118,50,68,Kecmanovic M.,40,210,107,103,2022-10-20,Napoli,Napoli Cup,Hard,3.2,1.36,0
Wolf J.J.,45,75,39,36,De Minaur A.,19,272,161,111,2022-10-20,Stockholm,Stockholm Open,Hard,3.0,1.4,0
Musetti L.,18,143,79,64,Djere L.,38,243,120,123,2022-10-20,Napoli,Napoli Cup,Hard,1.5,2.62,1
Auger-Aliassime F.,12,268,163,105,Guinard M.,148,9,4,5,2022-10-20,Antwerp,European Open,Hard,1.11,6.5,1
Bautista Agut R.,25,379,234,145,Mcdonald M.,60,190,87,103,2022-10-20,Napoli,Napoli Cup,Hard,1.4,3.0,0
Schwartzman D.,95,428,233,195,Goffin D.,123,522,296,226,2022-10-20,Antwerp,European Open,Hard,1.9,1.9,0
Ymer E.,186,81,24,57,Tiafoe F.,10,303,158,145,2022-10-20,Stockholm,Stockholm Open,Hard,4.33,1.22,0
Paul T.,14,204,111,93,Ymer M.,59,130,58,72,2022-10-20,Stockholm,Stockholm Open,Hard,1.8,2.0,0
Ruusuvuori E.,55,158,79,79,Lehecka J.,33,61,30,31,2022-10-20,Stockholm,Stockholm Open,Hard,1.33,3.4,1
Borges N.,69,28,10,18,Galan D.E.,76,78,33,45,2022-10-20,Napoli,Napoli Cup,Hard,1.8,2.0,0
Khachanov K.,11,378,217,161,Korda S.,26,126,75,51,2022-10-20,Antwerp,European Open,Hard,1.72,2.1,0
Thiem D.,116,517,327,190,Cerundolo F.,21,104,58,46,2022-10-20,Antwerp,European Open,Hard,1.36,3.2,1
Fucsovics M.,67,249,121,128,Zhang Zh.,53,44,20,24,2022-10-20,Napoli,Napoli Cup,Hard,1.8,2.0,0
Fognini F.,128,742,383,359,Grenier H.,122,16,5,11,2022-10-20,Napoli,Napoli Cup,Hard,1.9,1.9,1
Djere L.,38,243,120,123,Gojo B.,115,14,3,11,2022-10-20,Napoli,Napoli Cup,Hard,1.66,2.2,1
Daniel T.,111,178,67,111,Cachin P.,54,52,23,29,2022-10-20,Napoli,Napoli Cup,Hard,1.66,2.2,1
Berrettini M.,38,217,142,75,Carballes Baena R.,64,207,91,116,2022-10-20,Napoli,Napoli Cup,Hard,1.14,5.5,1
Mcdonald M.,60,190,87,103,Passaro F.,126,10,3,7,2022-10-20,Napoli,Napoli Cup,Hard,1.3,3.5,1
Baez S.,72,95,47,48,Zhang Zh.,53,44,20,24,2022-10-20,Napoli,Napoli Cup,Hard,1.72,2.1,0
Shapovalov D.,29,298,166,132,De Minaur A.,19,272,161,111,2022-10-21,Stockholm,Stockholm Open,Hard,1.9,1.9,0
Tsitsipas S.,5,390,264,126,Ymer M.,59,130,58,72,2022-10-21,Stockholm,Stockholm Open,Hard,1.25,4.0,1
Ruusuvuori E.,55,158,79,79,Tiafoe F.,10,303,158,145,2022-10-21,Stockholm,Stockholm Open,Hard,2.0,1.8,1
Norrie C.,13,287,172,115,Rune H.,6,131,83,48,2022-10-21,Stockholm,Stockholm Open,Hard,1.66,2.2,0
Kecmanovic M.,40,210,107,103,Carreno Busta P.,16,352,214,138,2022-10-21,Napoli,Napoli Cup,Hard,2.37,1.57,1
Mcdonald M.,60,190,87,103,Zhang Zh.,53,44,20,24,2022-10-21,Napoli,Napoli Cup,Hard,1.53,2.5,1
Galan D.E.,76,78,33,45,Musetti L.,18,143,79,64,2022-10-21,Napoli,Napoli Cup,Hard,3.5,1.3,0
Daniel T.,111,178,67,111,Berrettini M.,38,217,142,75,2022-10-21,Napoli,Napoli Cup,Hard,6.0,1.12,0
Fognini F.,128,742,383,359,Carreno Busta P.,16,352,214,138,2022-10-21,Napoli,Napoli Cup,Hard,3.5,1.3,0
Auger-Aliassime F.,12,268,163,105,Evans D.,30,251,124,127,2022-10-21,Antwerp,European Open,Hard,1.36,3.2,1
Gasquet R.,48,948,581,367,Goffin D.,123,522,296,226,2022-10-21,Antwerp,European Open,Hard,2.37,1.57,1
Hurkacz H.,17,238,137,101,Thiem D.,116,517,327,190,2022-10-21,Antwerp,European Open,Hard,1.44,2.75,0
Korda S.,26,126,75,51,Nishioka Y.,31,215,99,116,2022-10-21,Antwerp,European Open,Hard,1.44,2.75,1
Korda S.,26,126,75,51,Thiem D.,116,517,327,190,2022-10-22,Antwerp,European Open,Hard,1.61,2.3,1
Musetti L.,18,143,79,64,Kecmanovic M.,40,210,107,103,2022-10-22,Napoli,Napoli Cup,Hard,1.8,2.0,1
Berrettini M.,38,217,142,75,Mcdonald M.,60,190,87,103,2022-10-22,Napoli,Napoli Cup,Hard,1.16,5.0,1
Gasquet R.,48,948,581,367,Auger-Aliassime F.,12,268,163,105,2022-10-22,Antwerp,European Open,Hard,5.0,1.16,0
Tsitsipas S.,5,390,264,126,Ruusuvuori E.,55,158,79,79,2022-10-22,Stockholm,Stockholm Open,Hard,1.36,3.2,1
De Minaur A.,19,272,161,111,Rune H.,6,131,83,48,2022-10-22,Stockholm,Stockholm Open,Hard,1.66,2.2,0
Tsitsipas S.,5,390,264,126,Rune H.,6,131,83,48,2022-10-23,Stockholm,Stockholm Open,Hard,1.36,3.2,0
Berrettini M.,38,217,142,75,Musetti L.,18,143,79,64,2022-10-23,Napoli,Napoli Cup,Hard,1.9,1.9,0
Auger-Aliassime F.,12,268,163,105,Korda S.,26,126,75,51,2022-10-23,Antwerp,European Open,Hard,1.53,2.5,1
Fritz T.,9,356,205,151,Nishioka Y.,31,215,99,116,2022-10-24,Vienna,Vienna Open,Hard,1.33,3.4,1
Cerundolo F.,21,104,58,46,Misolic F.,158,11,6,5,2022-10-24,Vienna,Vienna Open,Hard,1.36,3.2,1
Rublev A.,7,392,255,137,Schwartzman D.,95,428,233,195,2022-10-24,Vienna,Vienna Open,Hard,1.12,6.0,1
Coric B.,15,343,185,158,Halys Q.,79,72,23,49,2022-10-24,Vienna,Vienna Open,Hard,1.44,2.75,1
Khachanov K.,11,378,217,161,Wolf J.J.,45,75,39,36,2022-10-24,Vienna,Vienna Open,Hard,1.44,2.75,1
Cilic M.,100,853,543,310,Rinderknech A.,67,96,46,50,2022-10-24,Basel,Swiss Indoors,Hard,1.33,3.4,0
Nakashima B.,70,106,57,49,Goffin D.,123,522,296,226,2022-10-24,Basel,Swiss Indoors,Hard,1.5,2.62,1
Bublik A.,25,219,110,109,Karatsev A.,75,136,66,70,2022-10-24,Basel,Swiss Indoors,Hard,1.44,2.75,1
Alcaraz C.,1,164,130,34,Draper J.,55,51,29,22,2022-10-24,Basel,Swiss Indoors,Hard,1.4,3.0,1
Evans D.,30,251,124,127,Otte O.,233,78,33,45,2022-10-25,Vienna,Vienna Open,Hard,1.44,2.75,1
Monteiro T.,121,171,69,102,Dimitrov G.,20,651,389,262,2022-10-25,Vienna,Vienna Open,Hard,3.2,1.36,0
Sonego L.,43,221,107,114,Ruusuvuori E.,55,158,79,79,2022-10-25,Vienna,Vienna Open,Hard,2.3,1.61,0
Shapovalov D.,29,298,166,132,Rodionov J.,118,26,9,17,2022-10-25,Vienna,Vienna Open,Hard,1.22,4.33,1
Thiem D.,116,517,327,190,Paul T.,14,204,111,93,2022-10-25,Vienna,Vienna Open,Hard,1.57,2.37,1
Norrie C.,13,287,172,115,Cachin P.,54,52,23,29,2022-10-25,Vienna,Vienna Open,Hard,1.14,5.5,1
Tiafoe F.,10,303,158,145,Hurkacz H.,17,238,137,101,2022-10-25,Vienna,Vienna Open,Hard,2.37,1.57,0
Baez S.,72,95,47,48,Carreno Busta P.,16,352,214,138,2022-10-25,Basel,Swiss Indoors,Hard,4.5,1.2,0
Molcan A.,120,86,45,41,Mcdonald M.,60,190,87,103,2022-10-25,Basel,Swiss Indoors,Hard,2.3,1.61,1
Davidovich Fokina A.,39,168,84,84,Kecmanovic M.,40,210,107,103,2022-10-25,Basel,Swiss Indoors,Hard,2.5,1.53,0
Bautista Agut R.,25,379,234,145,Djere L.,38,243,120,123,2022-10-25,Basel,Swiss Indoors,Hard,1.33,3.4,1
Ruud C.,4,275,176,99,Wawrinka S.,72,854,535,319,2022-10-25,Basel,Swiss Indoors,Hard,1.44,2.75,0
Stricker D.,106,20,10,10,Cressy M.,96,96,42,54,2022-10-25,Basel,Swiss Indoors,Hard,2.37,1.57,1
Mannarino A.,27,567,264,303,Van De Zandschulp B.,44,117,63,54,2022-10-25,Basel,Swiss Indoors,Hard,2.37,1.57,0
Safiullin R.,92,42,20,22,Murray A.,44,932,687,245,2022-10-25,Basel,Swiss Indoors,Hard,2.2,1.66,0
Tsitsipas S.,5,390,264,126,Novak D.,166,58,15,43,2022-10-26,Vienna,Vienna Open,Hard,1.08,8.0,1
Basilashvili N.,118,301,138,163,Medvedev D.,3,406,289,117,2022-10-26,Vienna,Vienna Open,Hard,15.0,1.03,0
Evans D.,30,251,124,127,Khachanov K.,11,378,217,161,2022-10-26,Vienna,Vienna Open,Hard,2.1,1.72,1
Fritz T.,9,356,205,151,Shapovalov D.,29,298,166,132,2022-10-26,Vienna,Vienna Open,Hard,1.66,2.2,0
Garin C.,101,190,103,87,Sinner J.,8,224,153,71,2022-10-26,Vienna,Vienna Open,Hard,6.0,1.12,0
Griekspoor T.,37,97,47,50,Giron M.,69,150,68,82,2022-10-26,Vienna,Vienna Open,Hard,2.37,1.57,0
Rinderknech A.,67,96,46,50,Molcan A.,120,86,45,41,2022-10-26,Basel,Swiss Indoors,Hard,1.57,2.37,1
Brooksby J.,39,79,46,33,Humbert U.,36,170,80,90,2022-10-26,Basel,Swiss Indoors,Hard,2.0,1.8,0
Rune H.,6,131,83,48,De Minaur A.,19,272,161,111,2022-10-26,Basel,Swiss Indoors,Hard,2.2,1.66,1
Musetti L.,18,143,79,64,Ramos-Vinolas A.,82,437,204,233,2022-10-26,Basel,Swiss Indoors,Hard,1.22,4.33,0
Huesler M.A.,88,58,21,37,Auger-Aliassime F.,12,268,163,105,2022-10-26,Basel,Swiss Indoors,Hard,4.5,1.2,0
Van De Zandschulp B.,44,117,63,54,Alcaraz C.,1,164,130,34,2022-10-26,Basel,Swiss Indoors,Hard,4.5,1.2,0
Carreno Busta P.,16,352,214,138,Stricker D.,106,20,10,10,2022-10-26,Basel,Swiss Indoors,Hard,1.3,3.5,1
Sinner J.,8,224,153,71,Cerundolo F.,21,104,58,46,2022-10-27,Vienna,Vienna Open,Hard,1.14,5.5,1
Giron M.,69,150,68,82,Norrie C.,13,287,172,115,2022-10-27,Vienna,Vienna Open,Hard,3.0,1.4,1
Dimitrov G.,20,651,389,262,Rublev A.,7,392,255,137,2022-10-27,Vienna,Vienna Open,Hard,4.5,1.2,1
Medvedev D.,3,406,289,117,Thiem D.,116,517,327,190,2022-10-27,Vienna,Vienna Open,Hard,1.28,3.75,1
Bublik A.,25,219,110,109,Ramos-Vinolas A.,82,437,204,233,2022-10-27,Basel,Swiss Indoors,Hard,1.25,4.0,1
Kecmanovic M.,40,210,107,103,Auger-Aliassime F.,12,268,163,105,2022-10-27,Basel,Swiss Indoors,Hard,3.2,1.36,0
Nakashima B.,70,106,57,49,Wawrinka S.,72,854,535,319,2022-10-27,Basel,Swiss Indoors,Hard,1.72,2.1,0
Rune H.,6,131,83,48,Humbert U.,36,170,80,90,2022-10-27,Basel,Swiss Indoors,Hard,1.44,2.75,1
Coric B.,15,343,185,158,Tsitsipas S.,5,390,264,126,2022-10-27,Vienna,Vienna Open,Hard,2.75,1.44,1
Murray A.,44,932,687,245,Bautista Agut R.,25,379,234,145,2022-10-27,Basel,Swiss Indoors,Hard,2.5,1.53,0
Ruusuvuori E.,55,158,79,79,Hurkacz H.,17,238,137,101,2022-10-27,Vienna,Vienna Open,Hard,2.5,1.53,0
Coric B.,15,343,185,158,Hurkacz H.,17,238,137,101,2022-10-28,Vienna,Vienna Open,Hard,2.3,1.61,1
Sinner J.,8,224,153,71,Medvedev D.,3,406,289,117,2022-10-28,Vienna,Vienna Open,Hard,3.0,1.4,0
Dimitrov G.,20,651,389,262,Giron M.,69,150,68,82,2022-10-28,Vienna,Vienna Open,Hard,1.4,3.0,1
Evans D.,30,251,124,127,Shapovalov D.,29,298,166,132,2022-10-28,Vienna,Vienna Open,Hard,2.1,1.72,0
Rune H.,6,131,83,48,Rinderknech A.,67,96,46,50,2022-10-28,Basel,Swiss Indoors,Hard,1.3,3.5,1
Wawrinka S.,72,854,535,319,Bautista Agut R.,25,379,234,145,2022-10-28,Basel,Swiss Indoors,Hard,2.3,1.61,0
Alcaraz C.,1,164,130,34,Carreno Busta P.,16,352,214,138,2022-10-28,Basel,Swiss Indoors,Hard,1.25,4.0,1
Auger-Aliassime F.,12,268,163,105,Bublik A.,25,219,110,109,2022-10-28,Basel,Swiss Indoors,Hard,1.25,4.0,1
Bautista Agut R.,25,379,234,145,Rune H.,6,131,83,48,2022-10-29,Basel,Swiss Indoors,Hard,2.5,1.53,0
Auger-Aliassime F.,12,268,163,105,Alcaraz C.,1,164,130,34,2022-10-29,Basel,Swiss Indoors,Hard,2.1,1.72,1
Dimitrov G.,20,651,389,262,Medvedev D.,3,406,289,117,2022-10-29,Vienna,Vienna Open,Hard,5.0,1.16,0
Coric B.,15,343,185,158,Shapovalov D.,29,298,166,132,2022-10-29,Vienna,Vienna Open,Hard,2.1,1.72,0
Auger-Aliassime F.,12,268,163,105,Rune H.,6,131,83,48,2022-10-30,Basel,Swiss Indoors,Hard,1.33,3.4,1
Shapovalov D.,29,298,166,132,Medvedev D.,3,406,289,117,2022-10-30,Vienna,Vienna Open,Hard,4.33,1.22,0
Korda S.,26,126,75,51,De Minaur A.,19,272,161,111,2022-10-31,Paris,BNP Paribas Masters,Hard,1.66,2.2,0
Simon G.,188,869,491,378,Murray A.,44,932,687,245,2022-10-31,Paris,BNP Paribas Masters,Hard,4.0,1.25,1
