tourney_year_id,tourney_order,tourney_name,tourney_slug,tourney_url_suffix,start_date,start_year,start_month,start_day,end_date,end_year,end_month,end_day,currency,prize_money,match_index,tourney_round_name,round_order,match_order,winner_name,winner_player_id,winner_slug,loser_name,loser_player_id,loser_slug,winner_seed,loser_seed,match_score_tiebreaks,winner_sets_won,loser_sets_won,winner_games_won,loser_games_won,winner_tiebreaks_won,loser_tiebreaks_won,match_id,match_stats_url_suffix
2023-2843,2,Adelaide International 1,adelaide,/en/scores/archive/adelaide/2843/2023/results,2023.01.01,2023,1,1,2023.01.08,2023,1,8,USD,642735,2023,Final,1,1,Novak Djokovic,d643,novak-djokovic,Sebastian Korda,k0ah,sebastian-korda,1,,67(8) 76(3) 64,2,1,19,17,1,1,2023-2843-2023-7-1-d643-k0ah,/en/scores/stats-centre/archive/2023/2843/ms001
2023-2843,2,Adelaide International 1,adelaide,/en/scores/archive/adelaide/2843/2023/results,2023.01.01,2023,1,1,2023.01.08,2023,1,8,USD,642735,2023,Semifinals,2,1,Novak Djokovic,d643,novak-djokovic,Daniil Medvedev,mm58,daniil-medvedev,1,3,63 64,2,0,12,7,0,0,2023-2843-2023-6-2-d643-mm58,/en/scores/stats-centre/archive/2023/2843/ms002
2023-2843,2,Adelaide International 1,adelaide,/en/scores/archive/adelaide/2843/2023/results,2023.01.01,2023,1,1,2023.01.08,2023,1,8,USD,642735,2023,Semifinals,2,2,Sebastian Korda,k0ah,sebastian-korda,Yoshihito Nishioka,n732,yoshihito-nishioka,,,76(5) 10 (RET),2,0,8,6,1,0,2023-2843-2023-6-1-k0ah-n732,/en/scores/stats-centre/archive/2023/2843/ms003
2023-2843,2,Adelaide International 1,adelaide,/en/scores/archive/adelaide/2843/2023/results,2023.01.01,2023,1,1,2023.01.08,2023,1,8,USD,642735,2023,Quarterfinals,3,1,Novak Djokovic,d643,novak-djokovic,Denis Shapovalov,su55,denis-shapovalov,1,7,63 64,2,0,12,7,0,0,2023-2843-2023-5-4-d643-su55,/en/scores/stats-centre/archive/2023/2843/ms004
2023-2843,2,Adelaide International 1,adelaide,/en/scores/archive/adelaide/2843/2023/results,2023.01.01,2023,1,1,2023.01.08,2023,1,8,USD,642735,2023,Quarterfinals,3,2,Daniil Medvedev,mm58,daniil-medvedev,Karen Khachanov,ke29,karen-khachanov,3,8,63 63,2,0,12,6,0,0,2023-2843-2023-5-3-mm58-ke29,/en/scores/stats-centre/archive/2023/2843/ms005
2023-2843,2,Adelaide International 1,adelaide,/en/scores/archive/adelaide/2843/2023/results,2023.01.01,2023,1,1,2023.01.08,2023,1,8,USD,642735,2023,Quarterfinals,3,3,Sebastian Korda,k0ah,sebastian-korda,Jannik Sinner,s0ag,jannik-sinner,,6,75 61,2,0,13,6,0,0,2023-2843-2023-5-2-k0ah-s0ag,/en/scores/stats-centre/archive/2023/2843/ms006
2023-2843,2,Adelaide International 1,adelaide,/en/scores/archive/adelaide/2843/2023/results,2023.01.01,2023,1,1,2023.01.08,2023,1,8,USD,642735,2023,Quarterfinals,3,4,Yoshihito Nishioka,n732,yoshihito-nishioka,Alexei Popyrin,p09z,alexei-popyrin,,Q,76(4) 67(8) 62,2,1,19,15,1,1,2023-2843-2023-5-1-n732-p09z,/en/scores/stats-centre/archive/2023/2843/ms007
2023-2843,2,Adelaide International 1,adelaide,/en/scores/archive/adelaide/2843/2023/results,2023.01.01,2023,1,1,2023.01.08,2023,1,8,USD,642735,2023,Round of 16,4,1,Novak Djokovic,d643,novak-djokovic,Quentin Halys,hb64,quentin-halys,1,,76(3) 76(5),2,0,14,12,2,0,2023-2843-2023-4-8-d643-hb64,/en/scores/stats-centre/archive/2023/2843/ms008
2023-2843,2,Adelaide International 1,adelaide,/en/scores/archive/adelaide/2843/2023/results,2023.01.01,2023,1,1,2023.01.08,2023,1,8,USD,642735,2023,Round of 16,4,2,Daniil Medvedev,mm58,daniil-medvedev,Miomir Kecmanovic,ki95,miomir-kecmanovic,3,,60 63,2,0,12,3,0,0,2023-2843-2023-4-7-mm58-ki95,/en/scores/stats-centre/archive/2023/2843/ms010
2023-2843,2,Adelaide International 1,adelaide,/en/scores/archive/adelaide/2843/2023/results,2023.01.01,2023,1,1,2023.01.08,2023,1,8,USD,642735,2023,Round of 16,4,3,Jannik Sinner,s0ag,jannik-sinner,Thanasi Kokkinakis,kd46,thanasi-kokkinakis,6,WC,76(2) 64,2,0,13,10,1,0,2023-2843-2023-4-6-s0ag-kd46,/en/scores/stats-centre/archive/2023/2843/ms012
2023-2843,2,Adelaide International 1,adelaide,/en/scores/archive/adelaide/2843/2023/results,2023.01.01,2023,1,1,2023.01.08,2023,1,8,USD,642735,2023,Round of 16,4,4,Denis Shapovalov,su55,denis-shapovalov,Roman Safiullin,sx50,roman-safiullin,7,Q,64 63,2,0,12,7,0,0,2023-2843-2023-4-5-su55-sx50,/en/scores/stats-centre/archive/2023/2843/ms009
2023-2843,2,Adelaide International 1,adelaide,/en/scores/archive/adelaide/2843/2023/results,2023.01.01,2023,1,1,2023.01.08,2023,1,8,USD,642735,2023,Round of 16,4,5,Karen Khachanov,ke29,karen-khachanov,Jack Draper,d0co,jack-draper,8,,64 62,2,0,12,6,0,0,2023-2843-2023-4-4-ke29-d0co,/en/scores/stats-centre/archive/2023/2843/ms011
2023-2843,2,Adelaide International 1,adelaide,/en/scores/archive/adelaide/2843/2023/results,2023.01.01,2023,1,1,2023.01.08,2023,1,8,USD,642735,2023,Round of 16,4,6,Sebastian Korda,k0ah,sebastian-korda,Roberto Bautista Agut,bd06,roberto-bautista-agut,,,64 64,2,0,12,8,0,0,2023-2843-2023-4-3-k0ah-bd06,/en/scores/stats-centre/archive/2023/2843/ms013
2023-2843,2,Adelaide International 1,adelaide,/en/scores/archive/adelaide/2843/2023/results,2023.01.01,2023,1,1,2023.01.08,2023,1,8,USD,642735,2023,Round of 16,4,7,Yoshihito Nishioka,n732,yoshihito-nishioka,Mackenzie McDonald,mk66,mackenzie-mcdonald,,,64 63,2,0,12,7,0,0,2023-2843-2023-4-2-n732-mk66,/en/scores/stats-centre/archive/2023/2843/ms014
2023-2843,2,Adelaide International 1,adelaide,/en/scores/archive/adelaide/2843/2023/results,2023.01.01,2023,1,1,2023.01.08,2023,1,8,USD,642735,2023,Round of 16,4,8,Alexei Popyrin,p09z,alexei-popyrin,Marcos Giron,gc88,marcos-giron,Q,,46 64 63,2,1,16,13,0,0,2023-2843-2023-4-1-p09z-gc88,/en/scores/stats-centre/archive/2023/2843/ms015
2023-2843,2,Adelaide International 1,adelaide,/en/scores/archive/adelaide/2843/2023/results,2023.01.01,2023,1,1,2023.01.08,2023,1,8,USD,642735,2023,Round of 32,5,1,Novak Djokovic,d643,novak-djokovic,Constant Lestienne,lb66,constant-lestienne,1,,63 62,2,0,12,5,0,0,2023-2843-2023-3-16-d643-lb66,/en/scores/stats-centre/archive/2023/2843/ms016
2023-2843,2,Adelaide International 1,adelaide,/en/scores/archive/adelaide/2843/2023/results,2023.01.01,2023,1,1,2023.01.08,2023,1,8,USD,642735,2023,Round of 32,5,2,Alexei Popyrin,p09z,alexei-popyrin,Felix Auger-Aliassime,ag37,felix-auger-aliassime,Q,2,64 76(5),2,0,13,10,1,0,2023-2843-2023-3-15-p09z-ag37,/en/scores/stats-centre/archive/2023/2843/ms031
2023-2843,2,Adelaide International 1,adelaide,/en/scores/archive/adelaide/2843/2023/results,2023.01.01,2023,1,1,2023.01.08,2023,1,8,USD,642735,2023,Round of 32,5,3,Daniil Medvedev,mm58,daniil-medvedev,Lorenzo Sonego,su87,lorenzo-sonego,3,,76(6) 21 (RET),2,0,9,7,1,0,2023-2843-2023-3-14-mm58-su87,/en/scores/stats-centre/archive/2023/2843/ms020
2023-2843,2,Adelaide International 1,adelaide,/en/scores/archive/adelaide/2843/2023/results,2023.01.01,2023,1,1,2023.01.08,2023,1,8,USD,642735,2023,Round of 32,5,4,Roberto Bautista Agut,bd06,roberto-bautista-agut,Andrey Rublev,re44,andrey-rublev,,4,46 63 64,2,1,16,13,0,0,2023-2843-2023-3-13-bd06-re44,/en/scores/stats-centre/archive/2023/2843/ms027
2023-2843,2,Adelaide International 1,adelaide,/en/scores/archive/adelaide/2843/2023/results,2023.01.01,2023,1,1,2023.01.08,2023,1,8,USD,642735,2023,Round of 32,5,5,Yoshihito Nishioka,n732,yoshihito-nishioka,Holger Rune,r0dg,holger-rune,,5,26 64 64,2,1,14,14,0,0,2023-2843-2023-3-12-n732-r0dg,/en/scores/stats-centre/archive/2023/2843/ms028
2023-2843,2,Adelaide International 1,adelaide,/en/scores/archive/adelaide/2843/2023/results,2023.01.01,2023,1,1,2023.01.08,2023,1,8,USD,642735,2023,Round of 32,5,6,Jannik Sinner,s0ag,jannik-sinner,Kyle Edmund,e831,kyle-edmund,6,PR,63 62,2,0,12,5,0,0,2023-2843-2023-3-11-s0ag-e831,/en/scores/stats-centre/archive/2023/2843/ms024
2023-2843,2,Adelaide International 1,adelaide,/en/scores/archive/adelaide/2843/2023/results,2023.01.01,2023,1,1,2023.01.08,2023,1,8,USD,642735,2023,Round of 32,5,7,Denis Shapovalov,su55,denis-shapovalov,Rinky Hijikata,h0bh,rinky-hijikata,7,Q,26 64 63,2,1,14,13,0,0,2023-2843-2023-3-10-su55-h0bh,/en/scores/stats-centre/archive/2023/2843/ms019
2023-2843,2,Adelaide International 1,adelaide,/en/scores/archive/adelaide/2843/2023/results,2023.01.01,2023,1,1,2023.01.08,2023,1,8,USD,642735,2023,Round of 32,5,8,Karen Khachanov,ke29,karen-khachanov,Pedro Cachin,cg04,pedro-cachin,8,,62 64,2,0,12,6,0,0,2023-2843-2023-3-9-ke29-cg04,/en/scores/stats-centre/archive/2023/2843/ms023
2023-2843,2,Adelaide International 1,adelaide,/en/scores/archive/adelaide/2843/2023/results,2023.01.01,2023,1,1,2023.01.08,2023,1,8,USD,642735,2023,Round of 32,5,9,Jack Draper,d0co,jack-draper,Soonwoo Kwon,kf17,soonwoo-kwon,,Q,62 61,2,0,12,3,0,0,2023-2843-2023-3-8-d0co-kf17,/en/scores/stats-centre/archive/2023/2843/ms022
2023-2843,2,Adelaide International 1,adelaide,/en/scores/archive/adelaide/2843/2023/results,2023.01.01,2023,1,1,2023.01.08,2023,1,8,USD,642735,2023,Round of 32,5,10,Marcos Giron,gc88,marcos-giron,Richard Gasquet,g628,richard-gasquet,,,76(5) 67(6) 75,2,1,20,18,1,1,2023-2843-2023-3-7-gc88-g628,/en/scores/stats-centre/archive/2023/2843/ms030
2023-2843,2,Adelaide International 1,adelaide,/en/scores/archive/adelaide/2843/2023/results,2023.01.01,2023,1,1,2023.01.08,2023,1,8,USD,642735,2023,Round of 32,5,11,Quentin Halys,hb64,quentin-halys,Jordan Thompson,tc61,jordan-thompson,,WC,63 64,2,0,12,7,0,0,2023-2843-2023-3-6-hb64-tc61,/en/scores/stats-centre/archive/2023/2843/ms017
2023-2843,2,Adelaide International 1,adelaide,/en/scores/archive/adelaide/2843/2023/results,2023.01.01,2023,1,1,2023.01.08,2023,1,8,USD,642735,2023,Round of 32,5,12,Miomir Kecmanovic,ki95,miomir-kecmanovic,Christopher O'Connell,o483,christopher-o'connell,,WC,64 64,2,0,12,8,0,0,2023-2843-2023-3-5-ki95-o483,/en/scores/stats-centre/archive/2023/2843/ms021
2023-2843,2,Adelaide International 1,adelaide,/en/scores/archive/adelaide/2843/2023/results,2023.01.01,2023,1,1,2023.01.08,2023,1,8,USD,642735,2023,Round of 32,5,13,Thanasi Kokkinakis,kd46,thanasi-kokkinakis,Maxime Cressy,c0bc,maxime-cressy,WC,,76(4) 76(7),2,0,14,12,2,0,2023-2843-2023-3-4-kd46-c0bc,/en/scores/stats-centre/archive/2023/2843/ms025
2023-2843,2,Adelaide International 1,adelaide,/en/scores/archive/adelaide/2843/2023/results,2023.01.01,2023,1,1,2023.01.08,2023,1,8,USD,642735,2023,Round of 32,5,14,Sebastian Korda,k0ah,sebastian-korda,Andy Murray,mc10,andy-murray,,,76(3) 63,2,0,13,9,1,0,2023-2843-2023-3-3-k0ah-mc10,/en/scores/stats-centre/archive/2023/2843/ms026
2023-2843,2,Adelaide International 1,adelaide,/en/scores/archive/adelaide/2843/2023/results,2023.01.01,2023,1,1,2023.01.08,2023,1,8,USD,642735,2023,Round of 32,5,15,Mackenzie McDonald,mk66,mackenzie-mcdonald,Daniel Elahi Galan,ge33,daniel-elahi-galan,,,63 (RET),1,0,6,3,0,0,2023-2843-2023-3-2-mk66-ge33,/en/scores/stats-centre/archive/2023/2843/ms029
2023-2843,2,Adelaide International 1,adelaide,/en/scores/archive/adelaide/2843/2023/results,2023.01.01,2023,1,1,2023.01.08,2023,1,8,USD,642735,2023,Round of 32,5,16,Roman Safiullin,sx50,roman-safiullin,Mikael Ymer,y268,mikael-ymer,Q,,64 62,2,0,12,6,0,0,2023-2843-2023-3-1-sx50-y268,/en/scores/stats-centre/archive/2023/2843/ms018
2023-2843,2,Adelaide International 1,adelaide,/en/scores/archive/adelaide/2843/2023/results,2023.01.01,2023,1,1,2023.01.08,2023,1,8,USD,642735,2023,2nd Round Qualifying,6,1,Soonwoo Kwon,kf17,soonwoo-kwon,Taro Daniel,da81,taro-daniel,1,5,76(4) 46 76(2),2,1,18,18,2,0,2023-2843-2023-2-4-kf17-da81,/en/scores/stats-centre/archive/2023/2843/qs004
2023-2843,2,Adelaide International 1,adelaide,/en/scores/archive/adelaide/2843/2023/results,2023.01.01,2023,1,1,2023.01.08,2023,1,8,USD,642735,2023,2nd Round Qualifying,6,2,Roman Safiullin,sx50,roman-safiullin,Vasek Pospisil,pd07,vasek-pospisil,3,7,67(5) 62 63,2,1,18,12,0,1,2023-2843-2023-2-3-sx50-pd07,/en/scores/stats-centre/archive/2023/2843/qs006
2023-2843,2,Adelaide International 1,adelaide,/en/scores/archive/adelaide/2843/2023/results,2023.01.01,2023,1,1,2023.01.08,2023,1,8,USD,642735,2023,2nd Round Qualifying,6,3,Rinky Hijikata,h0bh,rinky-hijikata,James Duckworth,d994,james-duckworth,WC,,75 64,2,0,13,9,0,0,2023-2843-2023-2-2-h0bh-d994,/en/scores/stats-centre/archive/2023/2843/qs007
2023-2843,2,Adelaide International 1,adelaide,/en/scores/archive/adelaide/2843/2023/results,2023.01.01,2023,1,1,2023.01.08,2023,1,8,USD,642735,2023,2nd Round Qualifying,6,4,Alexei Popyrin,p09z,alexei-popyrin,Yibing Wu,wb32,yibing-wu,,,64 36 75,2,1,16,15,0,0,2023-2843-2023-2-1-p09z-wb32,/en/scores/stats-centre/archive/2023/2843/qs005
2023-2843,2,Adelaide International 1,adelaide,/en/scores/archive/adelaide/2843/2023/results,2023.01.01,2023,1,1,2023.01.08,2023,1,8,USD,642735,2023,1st Round Qualifying,7,1,Soonwoo Kwon,kf17,soonwoo-kwon,Dominic Thiem,tb69,dominic-thiem,1,,64 61,2,0,12,5,0,0,2023-2843-2023-1-8-kf17-tb69,/en/scores/stats-centre/archive/2023/2843/qs008
2023-2843,2,Adelaide International 1,adelaide,/en/scores/archive/adelaide/2843/2023/results,2023.01.01,2023,1,1,2023.01.08,2023,1,8,USD,642735,2023,1st Round Qualifying,7,2,Yibing Wu,wb32,yibing-wu,Ugo Humbert,hh26,ugo-humbert,,2,63 76(1),2,0,13,9,1,0,2023-2843-2023-1-7-wb32-hh26,/en/scores/stats-centre/archive/2023/2843/qs010
2023-2843,2,Adelaide International 1,adelaide,/en/scores/archive/adelaide/2843/2023/results,2023.01.01,2023,1,1,2023.01.08,2023,1,8,USD,642735,2023,1st Round Qualifying,7,3,Roman Safiullin,sx50,roman-safiullin,Yannick Hanfmann,h997,yannick-hanfmann,3,,67(2) 64 64,2,1,18,15,0,1,2023-2843-2023-1-6-sx50-h997,/en/scores/stats-centre/archive/2023/2843/qs012
2023-2843,2,Adelaide International 1,adelaide,/en/scores/archive/adelaide/2843/2023/results,2023.01.01,2023,1,1,2023.01.08,2023,1,8,USD,642735,2023,1st Round Qualifying,7,4,Rinky Hijikata,h0bh,rinky-hijikata,Gregoire Barrere,bk24,gregoire-barrere,WC,4,62 63,2,0,12,5,0,0,2023-2843-2023-1-5-h0bh-bk24,/en/scores/stats-centre/archive/2023/2843/qs014
2023-2843,2,Adelaide International 1,adelaide,/en/scores/archive/adelaide/2843/2023/results,2023.01.01,2023,1,1,2023.01.08,2023,1,8,USD,642735,2023,1st Round Qualifying,7,5,Taro Daniel,da81,taro-daniel,Edward Winter,w0c4,edward-winter,5,WC,61 60,2,0,12,1,0,0,2023-2843-2023-1-4-da81-w0c4,/en/scores/stats-centre/archive/2023/2843/qs009
2023-2843,2,Adelaide International 1,adelaide,/en/scores/archive/adelaide/2843/2023/results,2023.01.01,2023,1,1,2023.01.08,2023,1,8,USD,642735,2023,1st Round Qualifying,7,6,James Duckworth,d994,james-duckworth,Ben Shelton,s0s1,ben-shelton,,6,63 76(2),2,0,13,9,1,0,2023-2843-2023-1-3-d994-s0s1,/en/scores/stats-centre/archive/2023/2843/qs015
2023-2843,2,Adelaide International 1,adelaide,/en/scores/archive/adelaide/2843/2023/results,2023.01.01,2023,1,1,2023.01.08,2023,1,8,USD,642735,2023,1st Round Qualifying,7,7,Vasek Pospisil,pd07,vasek-pospisil,John Millman,mh30,john-millman,7,,75 62,2,0,13,7,0,0,2023-2843-2023-1-2-pd07-mh30,/en/scores/stats-centre/archive/2023/2843/qs013
2023-2843,2,Adelaide International 1,adelaide,/en/scores/archive/adelaide/2843/2023/results,2023.01.01,2023,1,1,2023.01.08,2023,1,8,USD,642735,2023,1st Round Qualifying,7,8,Alexei Popyrin,p09z,alexei-popyrin,Zhizhen Zhang,z371,zhizhen-zhang,,8,62 63,2,0,12,5,0,0,2023-2843-2023-1-1-p09z-z371,/en/scores/stats-centre/archive/2023/2843/qs011
2023-891,3,Tata Open Maharashtra,pune,/en/scores/archive/pune/891/2023/results,2023.01.02,2023,1,2,2023.01.07,2023,1,7,USD,642735,2023,Final,1,1,Tallon Griekspoor,gj37,tallon-griekspoor,Benjamin Bonzi,bm95,benjamin-bonzi,,,46 75 63,2,1,17,14,0,0,2023-891-2023-7-1-gj37-bm95,/en/scores/stats-centre/archive/2023/891/ms001
2023-891,3,Tata Open Maharashtra,pune,/en/scores/archive/pune/891/2023/results,2023.01.02,2023,1,2,2023.01.07,2023,1,7,USD,642735,2023,Semifinals,2,1,Benjamin Bonzi,bm95,benjamin-bonzi,Botic van de Zandschulp,v812,botic-van-de-zandschulp,,2,76(5) 67(5) 61,2,1,19,14,1,1,2023-891-2023-6-2-bm95-v812,/en/scores/stats-centre/archive/2023/891/ms003
2023-891,3,Tata Open Maharashtra,pune,/en/scores/archive/pune/891/2023/results,2023.01.02,2023,1,2,2023.01.07,2023,1,7,USD,642735,2023,Semifinals,2,2,Tallon Griekspoor,gj37,tallon-griekspoor,Aslan Karatsev,kc56,aslan-karatsev,,8,76(4) 61,2,0,13,7,1,0,2023-891-2023-6-1-gj37-kc56,/en/scores/stats-centre/archive/2023/891/ms002
2023-891,3,Tata Open Maharashtra,pune,/en/scores/archive/pune/891/2023/results,2023.01.02,2023,1,2,2023.01.07,2023,1,7,USD,642735,NULL,Quarterfinals,3,1,Tallon Griekspoor,gj37,tallon-griekspoor,Marin Cilic,c977,marin-cilic,,1,(W/O),,,,,,,2023-891-NULL-5-4-gj37-c977,
2023-891,3,Tata Open Maharashtra,pune,/en/scores/archive/pune/891/2023/results,2023.01.02,2023,1,2,2023.01.07,2023,1,7,USD,642735,2023,Quarterfinals,3,2,Botic van de Zandschulp,v812,botic-van-de-zandschulp,Maximilian Marterer,mn13,maximilian-marterer,2,Q,64 62,2,0,12,6,0,0,2023-891-2023-5-3-v812-mn13,/en/scores/stats-centre/archive/2023/891/ms007
2023-891,3,Tata Open Maharashtra,pune,/en/scores/archive/pune/891/2023/results,2023.01.02,2023,1,2,2023.01.07,2023,1,7,USD,642735,2023,Quarterfinals,3,3,Benjamin Bonzi,bm95,benjamin-bonzi,Filip Krajinovic,kb05,filip-krajinovic,,6,76(5) 64,2,0,13,10,1,0,2023-891-2023-5-2-bm95-kb05,/en/scores/stats-centre/archive/2023/891/ms006
2023-891,3,Tata Open Maharashtra,pune,/en/scores/archive/pune/891/2023/results,2023.01.02,2023,1,2,2023.01.07,2023,1,7,USD,642735,2023,Quarterfinals,3,4,Aslan Karatsev,kc56,aslan-karatsev,Pedro Martinez,mo44,pedro-martinez,8,,61 62,2,0,12,3,0,0,2023-891-2023-5-1-kc56-mo44,/en/scores/stats-centre/archive/2023/891/ms005
2023-891,3,Tata Open Maharashtra,pune,/en/scores/archive/pune/891/2023/results,2023.01.02,2023,1,2,2023.01.07,2023,1,7,USD,642735,2023,Round of 16,4,1,Marin Cilic,c977,marin-cilic,Roberto Carballes Baena,cf59,roberto-carballes-baena,1,,63 36 61,2,1,15,10,0,0,2023-891-2023-4-8-c977-cf59,/en/scores/stats-centre/archive/2023/891/ms008
2023-891,3,Tata Open Maharashtra,pune,/en/scores/archive/pune/891/2023/results,2023.01.02,2023,1,2,2023.01.07,2023,1,7,USD,642735,2023,Round of 16,4,2,Botic van de Zandschulp,v812,botic-van-de-zandschulp,Flavio Cobolli,c0e9,flavio-cobolli,2,Q,75 64,2,0,13,9,0,0,2023-891-2023-4-7-v812-c0e9,/en/scores/stats-centre/archive/2023/891/ms015
2023-891,3,Tata Open Maharashtra,pune,/en/scores/archive/pune/891/2023/results,2023.01.02,2023,1,2,2023.01.07,2023,1,7,USD,642735,2023,Round of 16,4,3,Benjamin Bonzi,bm95,benjamin-bonzi,Emil Ruusuvuori,rh24,emil-ruusuvuori,,3,61 76(4),2,0,13,7,1,0,2023-891-2023-4-6-bm95-rh24,/en/scores/stats-centre/archive/2023/891/ms013
2023-891,3,Tata Open Maharashtra,pune,/en/scores/archive/pune/891/2023/results,2023.01.02,2023,1,2,2023.01.07,2023,1,7,USD,642735,2023,Round of 16,4,4,Pedro Martinez,mo44,pedro-martinez,Sebastian Baez,b0bi,sebastian-baez,,4,36 61 63,2,1,15,10,0,0,2023-891-2023-4-5-mo44-b0bi,/en/scores/stats-centre/archive/2023/891/ms010
2023-891,3,Tata Open Maharashtra,pune,/en/scores/archive/pune/891/2023/results,2023.01.02,2023,1,2,2023.01.07,2023,1,7,USD,642735,2023,Round of 16,4,5,Filip Krajinovic,kb05,filip-krajinovic,Michael Mmoh,mp01,michael-mmoh,6,,26 63 64,2,1,14,13,0,0,2023-891-2023-4-4-kb05-mp01,/en/scores/stats-centre/archive/2023/891/ms012
2023-891,3,Tata Open Maharashtra,pune,/en/scores/archive/pune/891/2023/results,2023.01.02,2023,1,2,2023.01.07,2023,1,7,USD,642735,2023,Round of 16,4,6,Aslan Karatsev,kc56,aslan-karatsev,Tim van Rijthoven,v942,tim-van-rijthoven,8,,76(7) 76(8),2,0,14,12,2,0,2023-891-2023-4-3-kc56-v942,/en/scores/stats-centre/archive/2023/891/ms011
2023-891,3,Tata Open Maharashtra,pune,/en/scores/archive/pune/891/2023/results,2023.01.02,2023,1,2,2023.01.07,2023,1,7,USD,642735,2023,Round of 16,4,7,Tallon Griekspoor,gj37,tallon-griekspoor,Marco Cecchinato,cf01,marco-cecchinato,,,64 64,2,0,12,8,0,0,2023-891-2023-4-2-gj37-cf01,/en/scores/stats-centre/archive/2023/891/ms009
2023-891,3,Tata Open Maharashtra,pune,/en/scores/archive/pune/891/2023/results,2023.01.02,2023,1,2,2023.01.07,2023,1,7,USD,642735,2023,Round of 16,4,8,Maximilian Marterer,mn13,maximilian-marterer,Laslo Djere,db63,laslo-djere,Q,,76(5) 62,2,0,13,8,1,0,2023-891-2023-4-1-mn13-db63,/en/scores/stats-centre/archive/2023/891/ms014
2023-891,3,Tata Open Maharashtra,pune,/en/scores/archive/pune/891/2023/results,2023.01.02,2023,1,2,2023.01.07,2023,1,7,USD,642735,2023,Round of 32,5,1,Laslo Djere,db63,laslo-djere,Alex Molcan,mv14,alex-molcan,,5,62 64,2,0,12,6,0,0,2023-891-2023-3-12-db63-mv14,/en/scores/stats-centre/archive/2023/891/ms028
2023-891,3,Tata Open Maharashtra,pune,/en/scores/archive/pune/891/2023/results,2023.01.02,2023,1,2,2023.01.07,2023,1,7,USD,642735,2023,Round of 32,5,2,Filip Krajinovic,kb05,filip-krajinovic,Sumit Nagal,n897,sumit-nagal,6,WC,64 46 64,2,1,16,14,0,0,2023-891-2023-3-11-kb05-n897,/en/scores/stats-centre/archive/2023/891/ms024
2023-891,3,Tata Open Maharashtra,pune,/en/scores/archive/pune/891/2023/results,2023.01.02,2023,1,2,2023.01.07,2023,1,7,USD,642735,2023,Round of 32,5,3,Tallon Griekspoor,gj37,tallon-griekspoor,Jaume Munar,mu94,jaume-munar,,7,64 75,2,0,13,9,0,0,2023-891-2023-3-10-gj37-mu94,/en/scores/stats-centre/archive/2023/891/ms019
2023-891,3,Tata Open Maharashtra,pune,/en/scores/archive/pune/891/2023/results,2023.01.02,2023,1,2,2023.01.07,2023,1,7,USD,642735,2023,Round of 32,5,4,Aslan Karatsev,kc56,aslan-karatsev,Pablo Andujar,a596,pablo-andujar,8,,61 63,2,0,12,4,0,0,2023-891-2023-3-9-kc56-a596,/en/scores/stats-centre/archive/2023/891/ms023
2023-891,3,Tata Open Maharashtra,pune,/en/scores/archive/pune/891/2023/results,2023.01.02,2023,1,2,2023.01.07,2023,1,7,USD,642735,2023,Round of 32,5,5,Benjamin Bonzi,bm95,benjamin-bonzi,Chun-Hsin Tseng,t0ap,chun-hsin-tseng,,,60 63,2,0,12,3,0,0,2023-891-2023-3-8-bm95-t0ap,/en/scores/stats-centre/archive/2023/891/ms026
2023-891,3,Tata Open Maharashtra,pune,/en/scores/archive/pune/891/2023/results,2023.01.02,2023,1,2,2023.01.07,2023,1,7,USD,642735,2023,Round of 32,5,6,Roberto Carballes Baena,cf59,roberto-carballes-baena,Bernabe Zapata Miralles,z419,bernabe-zapata-miralles,,,61 75,2,0,13,6,0,0,2023-891-2023-3-7-cf59-z419,/en/scores/stats-centre/archive/2023/891/ms017
2023-891,3,Tata Open Maharashtra,pune,/en/scores/archive/pune/891/2023/results,2023.01.02,2023,1,2,2023.01.07,2023,1,7,USD,642735,2023,Round of 32,5,7,Marco Cecchinato,cf01,marco-cecchinato,Nikoloz Basilashvili,bg23,nikoloz-basilashvili,,,62 62,2,0,12,4,0,0,2023-891-2023-3-6-cf01-bg23,/en/scores/stats-centre/archive/2023/891/ms018
2023-891,3,Tata Open Maharashtra,pune,/en/scores/archive/pune/891/2023/results,2023.01.02,2023,1,2,2023.01.07,2023,1,7,USD,642735,2023,Round of 32,5,8,Flavio Cobolli,c0e9,flavio-cobolli,Mukund Sasikumar,mp13,mukund-sasikumar,Q,WC,64 75,2,0,13,9,0,0,2023-891-2023-3-5-c0e9-mp13,/en/scores/stats-centre/archive/2023/891/ms030
2023-891,3,Tata Open Maharashtra,pune,/en/scores/archive/pune/891/2023/results,2023.01.02,2023,1,2,2023.01.07,2023,1,7,USD,642735,2023,Round of 32,5,9,Maximilian Marterer,mn13,maximilian-marterer,Elias Ymer,y218,elias-ymer,Q,Q,62 36 63,2,1,15,11,0,0,2023-891-2023-3-4-mn13-y218,/en/scores/stats-centre/archive/2023/891/ms029
2023-891,3,Tata Open Maharashtra,pune,/en/scores/archive/pune/891/2023/results,2023.01.02,2023,1,2,2023.01.07,2023,1,7,USD,642735,2023,Round of 32,5,10,Pedro Martinez,mo44,pedro-martinez,Ramkumar Ramanathan,rb56,ramkumar-ramanathan,,Q,36 75 63,2,1,16,14,0,0,2023-891-2023-3-3-mo44-rb56,/en/scores/stats-centre/archive/2023/891/ms021
